epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
112,337.823,3.09018,3.94044,18.1713,0.01374,3.25475,0.77232,0.56,0.60889,0.30077,0.76542,0.44,0.45928,0.24133,3.96619,7.47151,38.5969,0.04835,0,6.337e-05,6.337e-05,6.337e-05
113,340.71,2.85144,4.09269,16.2575,0.01316,3.72349,0.77763,0.55956,0.60601,0.3091,0.78028,0.44,0.45731,0.23457,3.89707,7.57437,38.7308,0.04743,0,6.304e-05,6.304e-05,6.304e-05
114,343.577,2.67425,3.8221,14.5113,0.01256,4.14059,0.7752,0.5521,0.58884,0.32562,0.60751,0.43371,0.41733,0.20029,3.89423,7.75976,39.1976,0.04628,0,6.271e-05,6.271e-05,6.271e-05
115,346.318,2.6308,3.72063,15.7154,0.01087,3.68207,0.8232,0.55881,0.58879,0.32512,0.5869,0.4,0.40576,0.19748,3.86475,7.84722,39.3174,0.0458,0,6.238e-05,6.238e-05,6.238e-05
116,349.306,2.87204,4.40595,18.8512,0.01237,3.41102,0.71401,0.49988,0.56932,0.31997,0.46584,0.38419,0.34695,0.19958,3.8546,8.05598,38.0674,0.04509,0,6.205e-05,6.205e-05,6.205e-05
117,352.203,2.98876,3.97389,16.0961,0.01372,2.72558,0.80638,0.48,0.59087,0.33327,0.58649,0.36,0.36522,0.20685,3.81813,8.08906,37.5253,0.04423,0,6.172e-05,6.172e-05,6.172e-05
118,355.125,2.92817,4.00413,16.5564,0.01344,4.02628,0.88291,0.52,0.65762,0.36724,0.81795,0.4,0.44049,0.2141,3.89673,8.25954,33.8266,0.04526,0,6.139e-05,6.139e-05,6.139e-05
119,358.024,2.82417,3.97135,16.3571,0.01144,2.78809,0.8611,0.6,0.66957,0.36888,0.45444,0.6,0.47511,0.22724,3.98519,8.53671,32.7382,0.04636,0,6.106e-05,6.106e-05,6.106e-05
120,360.964,2.84265,4.04202,16.0811,0.01252,4.26422,0.82547,0.6,0.67886,0.37225,0.48059,0.55529,0.42372,0.23321,4.27741,8.73801,30.3512,0.04974,0,6.073e-05,6.073e-05,6.073e-05
121,363.765,2.79214,4.37904,16.8565,0.01267,3.13317,0.92007,0.56,0.67549,0.36997,0.47872,0.56,0.42522,0.23882,4.31859,8.79436,30.6327,0.04978,0,6.04e-05,6.04e-05,6.04e-05
122,366.771,2.90989,4.30201,17.0401,0.01235,4.1347,1,0.54797,0.69937,0.37268,0.78236,0.43187,0.46927,0.23548,4.31036,8.89033,29.9039,0.04976,0,6.007e-05,6.007e-05,6.007e-05
123,369.581,2.89706,3.87475,14.3614,0.0137,4.41292,0.65989,0.69886,0.69242,0.36503,0.50952,0.54057,0.45887,0.22724,4.36881,8.80333,30.2104,0.05114,0,5.974e-05,5.974e-05,5.974e-05
124,372.505,2.83296,3.75511,14.2229,0.01189,3.01544,1,0.51244,0.67821,0.36512,0.76582,0.39291,0.44255,0.22356,4.33402,8.58475,31.2993,0.05128,0,5.941e-05,5.941e-05,5.941e-05
125,375.45,3.13209,4.07457,15.2231,0.01224,2.722,0.82127,0.55181,0.67037,0.36567,0.58432,0.44,0.4414,0.22716,4.35984,8.32769,31.4858,0.05135,0,5.908e-05,5.908e-05,5.908e-05
126,378.349,3.03335,4.32182,16.574,0.01343,3.76713,0.66638,0.6,0.6201,0.34491,0.52338,0.48,0.42094,0.20629,4.14516,7.97375,34.2883,0.04907,0,5.875e-05,5.875e-05,5.875e-05
127,381.096,2.85998,4.13927,15.5282,0.01334,2.01251,0.78285,0.64,0.64913,0.37459,0.63082,0.52,0.45588,0.23493,4.17059,7.86269,32.9707,0.04918,0,5.842e-05,5.842e-05,5.842e-05
128,384.051,2.87838,4.07989,14.3953,0.01438,2.64858,0.72904,0.64,0.65072,0.38797,0.60643,0.48,0.45995,0.2445,3.98671,7.94124,34.1035,0.04718,0,5.809e-05,5.809e-05,5.809e-05
129,386.833,2.75893,3.80153,15.324,0.01237,2.71327,0.72435,0.64,0.64844,0.38706,0.71439,0.44,0.45675,0.24053,3.9476,7.93986,33.8847,0.04674,0,5.776e-05,5.776e-05,5.776e-05
130,389.748,3.06376,4.31216,16.8781,0.01362,2.86819,0.75583,0.6,0.64992,0.38854,0.61073,0.50254,0.45258,0.23383,3.82639,7.94852,33.9572,0.04499,0,5.743e-05,5.743e-05,5.743e-05
131,392.603,2.97027,4.38763,16.501,0.01252,3.86009,0.9331,0.55804,0.65706,0.39254,0.79812,0.48,0.46377,0.23999,3.77628,7.94031,33.5574,0.04425,0,5.71e-05,5.71e-05,5.71e-05
132,395.403,2.96006,4.27671,16.8286,0.01372,3.54145,0.87614,0.56622,0.66669,0.39456,0.77955,0.48,0.46772,0.24978,3.64938,8.07312,32.9046,0.04254,0,5.677e-05,5.677e-05,5.677e-05
133,398.156,2.85842,4.01972,16.7117,0.01494,3.22421,0.89279,0.56,0.66685,0.40117,0.76525,0.48,0.47881,0.25909,3.61303,8.08924,33.0899,0.04232,0,5.644e-05,5.644e-05,5.644e-05
134,401.037,3.05956,4.40733,16.8784,0.0136,2.69781,0.87218,0.6,0.66033,0.40997,0.67507,0.48,0.48395,0.25086,3.73206,8.01467,32.4972,0.04418,0,5.611e-05,5.611e-05,5.611e-05
135,403.816,2.54128,3.88791,14.9198,0.01134,3.93482,0.80279,0.6,0.65725,0.40594,0.64223,0.48,0.50126,0.24529,3.80102,7.96062,32.215,0.045,0,5.578e-05,5.578e-05,5.578e-05
136,406.651,2.85306,4.1041,15.4419,0.01258,2.66605,0.82797,0.64,0.66117,0.40244,0.66829,0.52,0.51767,0.25679,3.86196,7.88884,31.6372,0.04568,0,5.545e-05,5.545e-05,5.545e-05
137,409.467,2.69764,3.63261,14.6681,0.01241,3.09759,0.84507,0.6,0.66553,0.39842,0.74666,0.52,0.52697,0.26776,3.89433,7.89047,31.2967,0.04633,0,5.512e-05,5.512e-05,5.512e-05
138,412.387,2.748,3.70918,17.7046,0.01164,3.5232,0.92953,0.6,0.67817,0.39186,0.80223,0.52,0.53832,0.27268,3.93952,7.97346,30.4327,0.04704,0,5.479e-05,5.479e-05,5.479e-05
139,415.206,2.72064,4.21296,15.3224,0.01096,3.17276,0.9318,0.6,0.68042,0.39177,0.77416,0.54894,0.53725,0.26784,3.92533,8.04148,30.37,0.04672,0,5.446e-05,5.446e-05,5.446e-05
140,418.108,2.84335,4.22272,17.6655,0.01488,4.41502,0.93737,0.59878,0.66465,0.36847,0.81186,0.52,0.53166,0.23998,4.0841,8.222,31.1291,0.04796,0,5.413e-05,5.413e-05,5.413e-05
141,420.99,2.74587,3.52383,13.392,0.01245,3.19168,0.82854,0.6,0.67107,0.37633,0.71764,0.52,0.53183,0.22921,4.13805,8.33979,30.9315,0.04843,0,5.38e-05,5.38e-05,5.38e-05
142,423.806,2.89399,4.38972,15.2246,0.01312,2.66407,0.78795,0.64,0.65983,0.36578,0.70803,0.52,0.5015,0.2083,4.00892,8.44407,32.1001,0.04717,0,5.347e-05,5.347e-05,5.347e-05
143,426.602,2.97533,4.05268,15.1854,0.01377,5.15105,0.8401,0.63085,0.6502,0.35967,0.70888,0.52,0.50063,0.20937,4.01271,8.46498,32.3471,0.04788,0,5.314e-05,5.314e-05,5.314e-05
144,429.436,2.92869,4.31172,16.3456,0.0135,3.10849,0.86242,0.50215,0.60779,0.34424,0.57949,0.55151,0.47924,0.17444,4.07858,8.62419,31.8273,0.04933,0,5.281e-05,5.281e-05,5.281e-05
145,432.302,2.71025,3.94543,15.852,0.01135,3.14182,0.78707,0.6,0.61495,0.35165,0.81381,0.4,0.44853,0.18391,4.05134,8.59727,31.513,0.04897,0,5.248e-05,5.248e-05,5.248e-05
146,435.12,2.7215,3.7791,14.1914,0.0133,2.66012,0.77885,0.6,0.60691,0.35638,0.65408,0.56,0.49594,0.19233,3.96235,8.37414,32.2224,0.04777,0,5.215e-05,5.215e-05,5.215e-05
147,437.904,2.80431,4.26944,14.5604,0.01188,2.78045,0.74485,0.56,0.60327,0.34749,0.62058,0.56,0.48502,0.19541,4.02216,8.37808,32.2741,0.04847,0,5.182e-05,5.182e-05,5.182e-05
148,440.849,2.70302,3.89572,15.3106,0.01202,3.20063,0.82975,0.58538,0.64049,0.35709,0.66656,0.47977,0.43557,0.21985,3.94575,7.98776,32.6421,0.04669,0,5.149e-05,5.149e-05,5.149e-05
149,443.616,2.72871,3.75925,15.1346,0.01216,4.48201,0.80276,0.56,0.6279,0.35592,0.60078,0.48,0.4235,0.22116,3.99305,7.97733,32.8293,0.04709,0,5.116e-05,5.116e-05,5.116e-05
150,446.456,2.72061,3.76898,15.3236,0.0108,3.38322,0.87318,0.55128,0.6582,0.37958,0.58342,0.48,0.44341,0.24552,4.04845,8.14919,32.7665,0.0479,0,5.083e-05,5.083e-05,5.083e-05
151,449.316,2.85796,3.92298,16.4291,0.01205,2.8394,0.83151,0.59257,0.67007,0.40037,0.56786,0.56,0.50025,0.25294,3.82373,7.98038,34.2128,0.04445,0,5.05e-05,5.05e-05,5.05e-05
152,452.186,2.74054,3.98288,13.9523,0.01153,4.07778,0.8821,0.59865,0.69777,0.40771,0.70545,0.52,0.5472,0.26694,3.79134,8.16676,32.2618,0.04383,0,5.017e-05,5.017e-05,5.017e-05
153,455.048,2.7746,3.97442,15.3638,0.01239,2.77001,0.88119,0.59365,0.7034,0.41517,0.70801,0.52,0.55439,0.2713,3.77143,8.25677,31.8318,0.04379,0,4.984e-05,4.984e-05,4.984e-05
154,458.442,2.63933,3.57884,14.2881,0.01152,3.69883,0.83925,0.62699,0.69829,0.42466,0.73299,0.54945,0.54816,0.27446,3.69735,8.42944,31.3152,0.04336,0,4.951e-05,4.951e-05,4.951e-05
155,461.828,2.92018,4.33909,17.6118,0.01454,2.99935,0.79745,0.6,0.69405,0.42458,0.68764,0.52,0.54401,0.27196,3.67281,8.47129,31.1195,0.04365,0,4.918e-05,4.918e-05,4.918e-05
156,464.639,2.73511,3.74653,14.4017,0.01184,3.3569,0.8145,0.64,0.70431,0.43319,0.70929,0.56,0.56427,0.27755,3.56776,8.67511,31.3578,0.04201,0,4.885e-05,4.885e-05,4.885e-05
157,468.049,2.66469,3.80355,13.5538,0.01227,2.36723,0.84873,0.67358,0.70926,0.43122,0.74917,0.59749,0.55997,0.2856,3.568,8.65852,31.0128,0.04223,0,4.852e-05,4.852e-05,4.852e-05
158,471.44,2.779,3.88245,15.6176,0.01488,3.51314,0.73736,0.68,0.68008,0.41137,0.61233,0.6,0.51818,0.28699,3.69728,8.81905,32.1479,0.04453,0,4.819e-05,4.819e-05,4.819e-05
159,474.339,2.94032,4.1223,15.6671,0.01274,3.4084,0.69264,0.68,0.67275,0.40564,0.60551,0.6,0.51521,0.28547,3.71282,8.87329,32.0388,0.04487,0,4.786e-05,4.786e-05,4.786e-05
160,477.138,2.86032,4.17599,17.5733,0.01379,2.89368,0.7955,0.62289,0.69931,0.42102,0.69357,0.54372,0.52911,0.29222,3.75883,9.0174,31.1133,0.04486,0,4.753e-05,4.753e-05,4.753e-05
161,479.917,2.82867,4.01114,17.3361,0.01168,5.20572,0.79839,0.63387,0.70764,0.43322,0.69892,0.55726,0.54202,0.30105,3.72457,9.08696,30.695,0.04456,0,4.72e-05,4.72e-05,4.72e-05
162,483.334,2.61945,4.00034,14.2633,0.01271,3.60795,0.80141,0.64,0.71844,0.44413,0.70037,0.56,0.56358,0.31587,3.6384,9.2054,30.0053,0.04371,0,4.687e-05,4.687e-05,4.687e-05
163,486.666,2.80128,3.77584,16.5264,0.01206,3.64763,0.88732,0.63041,0.72391,0.4487,0.77584,0.55408,0.57035,0.32129,3.57086,9.17091,30.3666,0.04295,0,4.654e-05,4.654e-05,4.654e-05
164,490.015,2.80198,3.67152,14.4144,0.01204,3.73603,0.81953,0.64,0.70483,0.43058,0.716,0.56,0.57145,0.31987,3.61017,9.10115,30.4769,0.04285,0,4.621e-05,4.621e-05,4.621e-05
165,492.881,2.87955,3.97641,16.5793,0.01357,3.24185,0.78359,0.64,0.70179,0.4258,0.68141,0.56,0.56709,0.30758,3.69066,8.83438,30.0487,0.04316,0,4.588e-05,4.588e-05,4.588e-05
166,495.709,2.96985,3.66252,15.6039,0.0128,5.60198,0.88048,0.6,0.69934,0.41161,0.74616,0.52,0.56774,0.29493,3.96483,8.41856,27.2286,0.04607,0,4.555e-05,4.555e-05,4.555e-05
167,498.463,2.93759,4.36689,15.4732,0.01297,3.36926,0.7848,0.64,0.66952,0.38438,0.68587,0.56,0.53828,0.27956,3.94772,8.13624,28.7365,0.0457,0,4.522e-05,4.522e-05,4.522e-05
168,501.401,2.83742,4.23541,14.6411,0.01248,2.78033,0.88689,0.62774,0.67333,0.399,0.76372,0.51733,0.53697,0.27487,4.01439,7.90996,29.1423,0.0464,0,4.489e-05,4.489e-05,4.489e-05
169,504.268,2.85949,3.91882,15.6759,0.01217,2.88825,0.80811,0.64,0.67106,0.40102,0.74852,0.52,0.54195,0.26241,4.10014,7.88704,27.5986,0.04769,0,4.456e-05,4.456e-05,4.456e-05
170,507.052,2.90189,3.83871,14.9894,0.01322,3.12236,0.88026,0.58864,0.65086,0.41843,0.74673,0.48,0.49499,0.25871,4.06817,7.82931,27.9116,0.04803,0,4.423e-05,4.423e-05,4.423e-05
171,509.887,2.58904,3.89225,13.0553,0.01074,3.0231,0.79049,0.6,0.64665,0.38548,0.71797,0.48,0.50173,0.24161,4.0504,7.74768,28.8707,0.04789,0,4.39e-05,4.39e-05,4.39e-05
172,512.825,2.92766,4.04241,15.2839,0.01169,2.97773,0.71671,0.64,0.63433,0.37168,0.65701,0.48,0.48591,0.24528,3.88121,7.83854,32.0933,0.04649,0,4.357e-05,4.357e-05,4.357e-05
173,515.721,2.51318,4.09106,14.3952,0.0114,3.11573,0.69336,0.63336,0.6199,0.36733,0.67909,0.48,0.48724,0.24622,3.87297,7.90052,32.2991,0.04612,0,4.324e-05,4.324e-05,4.324e-05
174,518.714,2.71904,3.77327,15.2103,0.01157,2.73221,0.69707,0.6,0.60646,0.35839,0.69662,0.48,0.49249,0.25765,3.899,8.24395,32.8526,0.04605,0,4.291e-05,4.291e-05,4.291e-05
175,521.608,2.80626,3.8607,13.6278,0.01137,5.02579,0.65527,0.6,0.60986,0.36083,0.70886,0.48,0.49175,0.25638,3.9002,8.39288,32.9108,0.04604,0,4.258e-05,4.258e-05,4.258e-05
176,524.432,2.6277,3.61511,13.7123,0.01051,2.59078,0.69229,0.64,0.60989,0.34602,0.71908,0.48,0.45752,0.25259,3.88832,8.35137,32.6426,0.04546,0,4.225e-05,4.225e-05,4.225e-05
177,527.206,2.80702,4.09438,15.4138,0.01231,3.23089,0.78715,0.59204,0.62393,0.35396,0.68596,0.48,0.44855,0.25077,3.81742,8.4722,32.8813,0.04454,0,4.192e-05,4.192e-05,4.192e-05
178,530.014,2.83226,3.99303,14.618,0.01071,4.86587,0.75266,0.6,0.62079,0.35353,0.66812,0.48331,0.45452,0.23369,3.69198,8.62957,33.2787,0.04325,0,4.159e-05,4.159e-05,4.159e-05
179,532.888,2.67185,3.49588,13.9169,0.01309,2.38692,0.65348,0.6,0.62592,0.35378,0.68965,0.48,0.46147,0.24414,3.70269,8.73898,32.8349,0.04284,0,4.126e-05,4.126e-05,4.126e-05
180,535.672,2.85656,4.0007,14.457,0.01249,3.22039,0.62834,0.64,0.63052,0.36309,0.66206,0.48,0.45611,0.24491,3.71672,8.93553,32.3269,0.0429,0,4.093e-05,4.093e-05,4.093e-05
181,538.476,2.88384,3.94042,16.2463,0.01259,3.31935,0.69069,0.56,0.62834,0.36979,0.59202,0.48,0.44379,0.23274,3.67754,8.95019,32.3487,0.04289,0,4.06e-05,4.06e-05,4.06e-05
182,541.386,2.76656,4.12564,15.3174,0.01208,2.62828,0.71101,0.59084,0.63717,0.36658,0.66685,0.48,0.45902,0.24311,3.62796,8.81747,31.5456,0.04295,0,4.027e-05,4.027e-05,4.027e-05
183,544.19,2.56937,3.68233,14.7911,0.01202,2.62943,0.70129,0.56,0.63365,0.36134,0.69966,0.48,0.45346,0.24198,3.73047,8.74755,31.2887,0.0435,0,3.994e-05,3.994e-05,3.994e-05
184,547.068,2.84927,4.08336,15.4071,0.01231,2.89007,0.74627,0.58866,0.63972,0.36634,0.64524,0.50966,0.45194,0.24088,3.63952,8.55642,31.9101,0.04341,0,3.961e-05,3.961e-05,3.961e-05
185,550.012,2.6371,3.72146,12.9457,0.01311,2.47933,0.7441,0.6,0.64136,0.36343,0.63445,0.52,0.44941,0.23974,3.72428,8.4714,31.6225,0.04444,0,3.928e-05,3.928e-05,3.928e-05
186,552.891,2.33455,3.22258,11.5076,0.00945,2.40875,0.64148,0.64,0.64875,0.3722,0.70385,0.48,0.44755,0.23763,3.7674,8.41388,31.0289,0.04495,0,3.895e-05,3.895e-05,3.895e-05
187,555.702,2.58108,3.87762,13.8912,0.01034,2.73902,0.68777,0.6172,0.66625,0.37803,0.5986,0.56,0.47017,0.23908,3.75196,8.3246,31.3944,0.04455,0,3.862e-05,3.862e-05,3.862e-05
188,558.674,2.86896,3.97871,14.9002,0.01287,3.2816,0.78026,0.6,0.67463,0.38441,0.67184,0.52,0.47871,0.24401,3.81331,8.21004,31.5464,0.04522,0,3.829e-05,3.829e-05,3.829e-05
189,561.467,2.5096,3.61372,13.3858,0.01013,2.59567,0.7342,0.6,0.67783,0.38473,0.63388,0.52,0.47667,0.24802,3.807,8.17906,31.8015,0.04508,0,3.796e-05,3.796e-05,3.796e-05
190,564.278,2.81054,3.69944,15.6362,0.01299,4.6647,0.82946,0.5842,0.68187,0.38739,0.69539,0.52,0.49535,0.26397,3.91247,7.91944,30.9057,0.04606,0,3.763e-05,3.763e-05,3.763e-05
191,567.117,2.76062,3.95531,16.6468,0.01057,3.98112,0.75236,0.64,0.68685,0.39058,0.65758,0.56,0.49159,0.26359,3.91811,7.86818,30.2538,0.04609,0,3.73e-05,3.73e-05,3.73e-05
192,569.933,2.79559,3.64211,14.9309,0.01178,1.92677,0.75488,0.61641,0.6719,0.37924,0.66448,0.55476,0.48732,0.2655,3.98839,7.75209,30.5054,0.04705,0,3.697e-05,3.697e-05,3.697e-05
193,572.677,2.64675,3.93395,14.3649,0.00939,2.38504,0.72258,0.64,0.6776,0.37453,0.62343,0.56,0.48617,0.26703,3.99767,7.7314,30.6048,0.04689,0,3.664e-05,3.664e-05,3.664e-05
194,575.618,2.77445,3.96106,15.7855,0.01451,2.3597,0.85801,0.6,0.68523,0.38342,0.63191,0.56,0.50316,0.27114,4.02655,7.65948,30.4061,0.04749,0,3.631e-05,3.631e-05,3.631e-05
195,578.405,2.58033,3.78946,14.3463,0.01332,2.7612,0.80697,0.6,0.67098,0.37142,0.60498,0.55165,0.47928,0.27279,4.04749,7.68112,30.7118,0.04761,0,3.598e-05,3.598e-05,3.598e-05
196,581.279,2.68167,3.93459,12.9197,0.01208,2.40497,0.922,0.6,0.69969,0.38698,0.78351,0.48,0.51491,0.28163,3.91627,7.89057,29.3694,0.04636,0,3.565e-05,3.565e-05,3.565e-05
197,584.106,2.42644,3.23873,12.8371,0.01062,2.30122,0.92493,0.56,0.70279,0.3934,0.79096,0.48,0.51914,0.28225,3.92215,7.96086,28.8449,0.04651,0,3.532e-05,3.532e-05,3.532e-05
198,586.89,2.38826,3.71143,14.1913,0.01173,2.23981,0.93667,0.592,0.70574,0.39913,0.79078,0.48,0.51066,0.27561,3.94136,8.15162,28.5726,0.04653,0,3.499e-05,3.499e-05,3.499e-05
199,589.695,2.79565,3.84028,15.6645,0.01337,2.55165,0.93612,0.58675,0.70208,0.39711,0.78307,0.48,0.50703,0.27599,3.95685,8.25128,28.693,0.04664,0,3.466e-05,3.466e-05,3.466e-05
200,592.629,2.75772,3.54398,13.2467,0.01329,2.95413,0.92329,0.6,0.69764,0.39774,0.78907,0.48,0.50768,0.27468,3.8432,8.37106,30.2339,0.04571,0,3.433e-05,3.433e-05,3.433e-05
201,595.478,2.52707,3.80913,12.5668,0.01197,3.4672,0.91738,0.6,0.69542,0.39725,0.65326,0.56,0.52714,0.27596,3.81584,8.57011,30.3121,0.04519,0,3.4e-05,3.4e-05,3.4e-05
202,598.261,2.80401,3.85462,14.337,0.01289,2.78199,0.90486,0.6,0.69873,0.41558,0.63365,0.56,0.52594,0.26335,4.10585,9.09521,26.9651,0.0486,0,3.367e-05,3.367e-05,3.367e-05
203,601.118,2.62795,3.40287,12.6961,0.0122,2.81748,0.8783,0.6,0.6991,0.42444,0.68472,0.56,0.52344,0.26827,4.10358,9.09771,27.2033,0.04886,0,3.334e-05,3.334e-05,3.334e-05
204,603.923,2.56048,3.42818,13.1479,0.01118,2.23696,0.74952,0.64,0.68054,0.39777,0.60816,0.52,0.45964,0.25068,4.09423,9.27514,28.3108,0.0489,0,3.301e-05,3.301e-05,3.301e-05
205,606.693,2.60843,3.83143,14.2182,0.01155,3.58749,0.83541,0.60949,0.69726,0.40616,0.67144,0.52,0.46927,0.25863,4.10113,9.28391,28.2456,0.04892,0,3.268e-05,3.268e-05,3.268e-05
206,609.667,2.54636,4.04184,13.2542,0.01236,3.38613,0.7969,0.6,0.67629,0.38652,0.61856,0.52,0.4596,0.25381,4.11821,9.31056,28.5776,0.04915,0,3.235e-05,3.235e-05,3.235e-05
207,612.494,2.85057,4.26008,14.3988,0.01129,3.6631,0.71711,0.6087,0.66992,0.38099,0.6233,0.52,0.44599,0.24901,4.11606,9.32124,29.0435,0.04917,0,3.202e-05,3.202e-05,3.202e-05
208,615.32,2.41188,3.23884,12.3405,0.00957,2.16161,0.70671,0.6,0.64074,0.36263,0.68338,0.48,0.44395,0.25062,3.88103,9.05996,32.9821,0.04582,0,3.169e-05,3.169e-05,3.169e-05
209,618.164,2.5267,3.96818,14.7831,0.01121,3.45073,0.63518,0.6,0.62078,0.35229,0.5946,0.48,0.42628,0.24072,3.92185,9.04299,32.8766,0.04635,0,3.136e-05,3.136e-05,3.136e-05
210,621.033,2.8247,3.71496,14.5592,0.01316,3.27266,0.63728,0.63274,0.59755,0.34492,0.46416,0.48,0.41251,0.22647,3.8732,8.86235,34.9297,0.04603,0,3.103e-05,3.103e-05,3.103e-05
211,623.817,2.61009,3.80658,14.8751,0.01094,3.12191,0.63992,0.6398,0.6053,0.35843,0.55867,0.56,0.46077,0.23397,3.85503,8.81637,34.421,0.04577,0,3.07e-05,3.07e-05,3.07e-05
212,626.703,2.66031,4.11278,14.6223,0.01077,3.87003,0.77956,0.6,0.61891,0.37316,0.63031,0.47753,0.47623,0.25042,3.84102,8.70784,34.6602,0.04553,0,3.037e-05,3.037e-05,3.037e-05
213,629.462,2.56485,3.4665,13.7622,0.0108,3.12522,0.74644,0.6,0.62302,0.37684,0.62505,0.44,0.48003,0.25194,3.81081,8.77586,34.8825,0.0446,0,3.004e-05,3.004e-05,3.004e-05
214,632.33,2.7146,3.93245,15.5405,0.01195,3.36954,0.67527,0.5827,0.60976,0.36086,0.61424,0.52,0.49988,0.25552,3.72975,8.71618,35.55,0.04377,0,2.971e-05,2.971e-05,2.971e-05
215,635.198,2.67343,3.89834,15.2818,0.01164,3.24176,0.70217,0.56,0.60557,0.34858,0.65202,0.52,0.49584,0.25654,3.69928,8.74891,36.0626,0.04341,0,2.938e-05,2.938e-05,2.938e-05
216,638.064,2.69222,3.85043,16.2684,0.01299,3.38947,0.79946,0.48,0.59017,0.34948,0.64848,0.48,0.46924,0.2451,3.78354,8.80376,35.7996,0.04454,0,2.905e-05,2.905e-05,2.905e-05
217,640.825,2.80216,4.05684,14.7829,0.01352,2.24744,0.82212,0.52,0.60104,0.34026,0.65152,0.52,0.47176,0.24108,3.66402,8.77514,36.4926,0.04234,0,2.872e-05,2.872e-05,2.872e-05
218,643.692,2.53784,3.95582,14.1216,0.01195,2.7322,0.69007,0.52,0.5844,0.32754,0.58074,0.48,0.45762,0.22926,3.6821,8.86028,37.0871,0.04276,0,2.839e-05,2.839e-05,2.839e-05
219,646.492,2.63719,3.295,13.421,0.01227,3.37146,0.66042,0.48,0.54533,0.30187,0.55461,0.4,0.41565,0.21198,3.62914,8.84512,37.662,0.04131,0,2.806e-05,2.806e-05,2.806e-05
220,649.462,2.59183,3.74378,12.9482,0.01031,2.70616,0.57393,0.59292,0.54203,0.30142,0.49382,0.52,0.41956,0.21966,3.61154,8.60368,37.2059,0.04165,0,2.773e-05,2.773e-05,2.773e-05
221,652.276,2.44745,3.57215,13.4508,0.01011,3.3923,0.52249,0.56924,0.52526,0.29502,0.42882,0.52,0.40046,0.21734,3.61518,8.60022,37.5412,0.04192,0,2.74e-05,2.74e-05,2.74e-05
222,655.172,2.48783,3.54275,13.7546,0.01132,3.15056,0.68126,0.64,0.6027,0.32056,0.51401,0.52,0.43735,0.23653,3.65319,8.51212,37.4247,0.04271,0,2.707e-05,2.707e-05,2.707e-05
223,658.045,2.48614,3.50123,12.1916,0.01098,3.02778,0.63778,0.63409,0.57885,0.30894,0.50668,0.52,0.42606,0.22785,3.67638,8.50158,38.1403,0.0432,0,2.674e-05,2.674e-05,2.674e-05
224,660.853,2.74423,3.9766,14.6653,0.01206,2.5783,0.61015,0.64,0.5829,0.31557,0.49504,0.52,0.4238,0.22593,3.74823,8.44808,37.4521,0.04444,0,2.641e-05,2.641e-05,2.641e-05
225,663.637,2.61844,3.88292,15.1111,0.01066,4.21502,0.64523,0.64,0.58522,0.32177,0.54172,0.52,0.43422,0.22974,3.75745,8.47264,37.5273,0.04429,0,2.608e-05,2.608e-05,2.608e-05
226,666.539,2.48751,3.59057,13.0153,0.011,2.29853,0.63605,0.64,0.58298,0.32537,0.5127,0.52,0.42646,0.2226,3.74801,8.53413,37.431,0.04407,0,2.575e-05,2.575e-05,2.575e-05
227,669.367,3.01586,3.82233,16.171,0.01346,3.30023,0.63265,0.64,0.58154,0.32086,0.50812,0.52,0.41315,0.21182,3.81381,8.55607,37.3811,0.04464,0,2.542e-05,2.542e-05,2.542e-05
228,672.17,2.72028,3.97303,13.8584,0.01197,2.24505,0.6337,0.64,0.60161,0.3314,0.56512,0.52,0.43779,0.21848,3.86587,8.4264,36.8329,0.04641,0,2.509e-05,2.509e-05,2.509e-05
229,675.03,2.8378,3.68415,14.2295,0.01059,2.77889,0.63773,0.6,0.61346,0.33818,0.55467,0.52,0.44791,0.2189,3.90637,8.43857,36.9701,0.04694,0,2.476e-05,2.476e-05,2.476e-05
230,677.844,2.83147,3.64118,14.7616,0.01226,2.33904,0.61746,0.64583,0.6198,0.34447,0.50429,0.52927,0.4511,0.21389,3.84237,8.47505,36.6923,0.0462,0,2.443e-05,2.443e-05,2.443e-05
231,680.602,2.71549,3.41648,13.6821,0.01255,2.98161,0.6412,0.64345,0.61843,0.35036,0.52301,0.52652,0.44048,0.21129,3.87297,8.53288,35.3692,0.04633,0,2.41e-05,2.41e-05,2.41e-05
232,683.498,2.60427,3.70688,13.8753,0.01178,2.16493,0.67371,0.64,0.61286,0.34353,0.54452,0.52,0.4271,0.2053,4.12,8.52574,34.7547,0.04873,0,2.377e-05,2.377e-05,2.377e-05
233,686.418,2.67807,4.02551,14.9068,0.01174,3.50552,0.64704,0.6,0.59482,0.34383,0.55598,0.52,0.41089,0.20189,4.19091,8.52462,33.7592,0.04953,0,2.344e-05,2.344e-05,2.344e-05
234,689.458,2.57526,3.57478,13.6743,0.01142,2.99848,0.70591,0.6,0.61422,0.34717,0.53993,0.52,0.42717,0.20589,4.02355,8.72554,34.4065,0.04799,0,2.311e-05,2.311e-05,2.311e-05
